question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count,context,filter_condition,module_base_unweighted_n,module_base_weighted_n
2024-103_educ_pol_17,Do you support or oppose people tearing down Israeli hostage posters?,education and politics,do-you-support-or-oppose-people-tearing-down-israeli-hostage-posters,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,3,There are reports of people tearing down or defacing posters of Israeli hostages held by Hamas.,nan,1000,1000
2024-103_educ_pol_18,"Do you support or oppose this statement? In the event of a rigged 2024 election, patriotic Americans should united in a collective action to defend their candidate.",education and politics,do-you-support-or-oppose-this-statement-in-the-event-of-a-rigged-2024-election-patriotic-americans-should-united-in-a-collective-action-to-defend-their-candidate,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,3,,nan,1000,1000
2024-103_educ_pol_19,To what extent do you agree or disagree with the following statement: “Patients are likely to have a better health outcomes when treated by doctors of the same racial background as themselves.”,education and politics,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-patients-are-likely-to-have-a-better-health-outcomes-when-treated-by-doctors-of-the-same-racial-background-as,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,5,,nan,1000,1000
2024-103_educ_pol_2,How much do you agree or disagree with the following statement? Women seek to gain power by getting control over men.,education and politics,how-much-do-you-agree-or-disagree-with-the-following-statement-women-seek-to-gain-power-by-getting-control-over-men,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,6,,nan,1000,1000
2024-103_educ_pol_20,"the system of schools that includes UCLA, UC Berkeley, UCSD, etc), would you be more or less likely to support that proposal?",education and politics,the-system-of-schools-that-includes-ucla-uc-berkeley-ucsd-etc-would-you-be-more-or-less-likely-to-support-that-proposal,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,5,If a government policy or proposal would financially benefit the University of California system (i.e.,nan,1000,1000
2024-103_educ_pol_21,"If you had to guess, do you think that this was a male or female member of Congress?",education and politics,if-you-had-to-guess-do-you-think-that-this-was-a-male-or-female-member-of-congress,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,3,A member of Congress has introduced a bill addressing early childhood education that would provide free preschool for all students through age 5.,nan,1000,1000
2024-103_educ_pol_22,To what extent do you agree or disagree that our schools prepare young people to think about the challenges faced by other Americans when they become voters?,education and politics,to-what-extent-do-you-agree-or-disagree-that-our-schools-prepare-young-people-to-think-about-the-challenges-faced-by-other-americans-when-they-become-voters,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,6,"When people vote, they sometimes take into account the challenges faced by people other than themselves.",nan,1000,1000
2024-103_educ_pol_23,Which of the following presidential actions to fight climate change would you support?,education and politics,which-of-the-following-presidential-actions-to-fight-climate-change-would-you-support,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,true,7,"Some people think that in order for the United States government to effectively fight climate change, we need a more powerful presidency.",nan,1000,1000
2024-103_educ_pol_24,Please indicate how much you agree or disagree with the following statement: American citizens abroad should be able to vote in American presidential elections.,education and politics,please-indicate-how-much-you-agree-or-disagree-with-the-following-statement-american-citizens-abroad-should-be-able-to-vote-in-american-presidential-elections,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,5,Now we would like to ask your opinion on the extension of the right to vote to American citizens permanently living abroad.,nan,1000,1000
2024-103_educ_pol_26,"Considering the desirability of this ‘pledge fulfillment’, which statement is closest to your opinion?",education and politics,considering-the-desirability-of-this-pledge-fulfillment-which-statement-is-closest-to-your-opinion,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,2,"US political parties routinely make hundreds of election promises, committing to take specific actions if elected. Research shows that the majority of such commitments are fulfilled by the parties that control the resources of office.",nan,1000,1000
2024-103_educ_pol_27,"Please indicate the extent to which you agree or disagree with the following statement: “Higher education policy, such as college loan forgiveness or increasing national spending in public universities, is a bipartisanship policy area, in which Democrats and Republicans can come together to address the challenges together.”",education and politics,please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-higher-education-policy-such-as-college-loan-forgiveness-or-increasing-national-spending-in,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,5,,nan,1000,1000
2024-103_educ_pol_28,"On a scale of 0 to 10, with 0 being absolutely wrong and 10 absolutely right, to what extent do you think this action by your representative is right?",education and politics,on-a-scale-of-0-to-10-with-0-being-absolutely-wrong-and-10-absolutely-right-to-what-extent-do-you-think-this-action-by-your-representative-is-right,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,11,Suppose that your district representative has lost the upcoming election of the House of Representatives in November. He/she then proposes a tax bill that benefits the middle income groups in December as a lame-duck representative.,nan,1000,1000
2024-103_educ_pol_3,Have you ever been detained by the police in any capacity?,education and politics,have-you-ever-been-detained-by-the-police-in-any-capacity,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,true,5,,nan,1000,1000
2024-103_educ_pol_4,How satisfied are you with the police in your neighborhood?,education and politics,how-satisfied-are-you-with-the-police-in-your-neighborhood,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,5,,nan,1000,1000
2024-103_educ_pol_5,"In your local community, who has the final say on pursuing criminal charges?",education and politics,in-your-local-community-who-has-the-final-say-on-pursuing-criminal-charges,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,7,,nan,1000,1000
2024-103_educ_pol_6,Do you support or oppose putting term limits in place for Supreme Court justices?,education and politics,do-you-support-or-oppose-putting-term-limits-in-place-for-supreme-court-justices,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,5,,nan,1000,1000
2024-103_educ_pol_7,"To what extent, if any, were you relieved that Joe Biden dropped out of the 2024 presidential campaign?",education and politics,to-what-extent-if-any-were-you-relieved-that-joe-biden-dropped-out-of-the-2024-presidential-campaign,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,5,,nan,1000,1000
2024-103_educ_pol_8,"In your local community, who has the final say on offering a plea deal in criminal cases?",education and politics,in-your-local-community-who-has-the-final-say-on-offering-a-plea-deal-in-criminal-cases,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,7,,nan,1000,1000
2024-103_educ_pol_9,"Thinking about people who support a different party than you, how much do you dislike them?",education and politics,thinking-about-people-who-support-a-different-party-than-you-how-much-do-you-dislike-them,https://verasight-apsa-2024.tiiny.co,1000,1000,+/- 3.4%,false,6,,nan,1000,1000
2024-103_media_fin_1,You must click on the slider to record your response,media and finance,you-must-click-on-the-slider-to-record-your-response,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,true,2,"Below is a “thermometer scale” where 0 means “very cold” and 100 means “very warm.” The higher the number, the warmer or more favorable you feel; the lower the number, the cooler or less favorable you feel. Please rate how warm or cold you feel towards each of the following groups.",nan,1000,1000.0000000000039
2024-103_media_fin_10,How satisfied are you with the number of personal friendships you currently have?,media and finance,how-satisfied-are-you-with-the-number-of-personal-friendships-you-currently-have,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,,nan,1000,1000.0000000000039
2024-103_media_fin_11,How many close personal friendships would you say you have today?,media and finance,how-many-close-personal-friendships-would-you-say-you-have-today,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,6,,nan,1000,1000.0000000000039
2024-103_media_fin_12,"How much do you agree or disagree with the following statement: If Americans had more friends, the United States would be a better country.",media and finance,how-much-do-you-agree-or-disagree-with-the-following-statement-if-americans-had-more-friends-the-united-states-would-be-a-better-country,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,,nan,1000,1000.0000000000039
2024-103_media_fin_13,"Regardless of where you currently live, where you do feel you belong?",media and finance,regardless-of-where-you-currently-live-where-you-do-feel-you-belong,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,,nan,1000,1000.0000000000039
2024-103_media_fin_14,What is your general sentiment regarding your future economic prospects?,media and finance,what-is-your-general-sentiment-regarding-your-future-economic-prospects,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,,nan,1000,1000.0000000000039
2024-103_media_fin_15,Which of the following best represents your view on cosmetic plastic surgery?,media and finance,which-of-the-following-best-represents-your-view-on-cosmetic-plastic-surgery,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,,nan,1000,1000.0000000000039
2024-103_media_fin_16,Which of the following people better fits the description of “working class”?,media and finance,which-of-the-following-people-better-fits-the-description-of-working-class,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,2,,nan,1000,1000.0000000000039
2024-103_media_fin_17,Which country do you think will be most successful in the electric vehicle industry?,media and finance,which-country-do-you-think-will-be-most-successful-in-the-electric-vehicle-industry,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,,nan,1000,1000.0000000000039
2024-103_media_fin_18,Do you agree with the following statement? “Apps like TikTok and Instagram are addictive.”,media and finance,do-you-agree-with-the-following-statement-apps-like-tiktok-and-instagram-are-addictive,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,,nan,1000,1000.0000000000039
2024-103_media_fin_19,Which of the following is closest to your views on the current state of the local media in your area?,media and finance,which-of-the-following-is-closest-to-your-views-on-the-current-state-of-the-local-media-in-your-area,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,2,,nan,1000,1000.0000000000039
2024-103_media_fin_2,To what extent do you agree or disagree with the following statement? Women exaggerate problems they have at work.,media and finance,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-women-exaggerate-problems-they-have-at-work,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,6,,nan,1000,1000.0000000000039
2024-103_media_fin_20,What influence will the price of gas have on who you vote for in this November's presidential election?,media and finance,what-influence-will-the-price-of-gas-have-on-who-you-vote-for-in-this-november-s-presidential-election,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,,nan,1000,1000.0000000000039
2024-103_media_fin_21,Would you say that our society has gone too far or not far enough in accepting people who are transgender?,media and finance,would-you-say-that-our-society-has-gone-too-far-or-not-far-enough-in-accepting-people-who-are-transgender,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,,nan,1000,1000.0000000000039
2024-103_media_fin_23,Who do you believe should be held responsible if a local government is facing a crisis related to its budget?,media and finance,who-do-you-believe-should-be-held-responsible-if-a-local-government-is-facing-a-crisis-related-to-its-budget,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,6,,nan,1000,1000.0000000000039
2024-103_media_fin_24,"When evaluating political candidates, to what extent do you consider their stance on campaign finance reform?",media and finance,when-evaluating-political-candidates-to-what-extent-do-you-consider-their-stance-on-campaign-finance-reform,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,,nan,1000,1000.0000000000039
2024-103_media_fin_25,"Please indicate the degree to which this statement is true: Success is earned through innate talent, desire, and effort.",media and finance,please-indicate-the-degree-to-which-this-statement-is-true-success-is-earned-through-innate-talent-desire-and-effort,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,,nan,1000,1000.0000000000039
2024-103_media_fin_26,high education and income) due to their genetic endowments.,media and finance,high-education-and-income-due-to-their-genetic-endowments,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,Please indicate the extent to which you agree or disagree with the following statement: It is fair if some individuals achieve a high socioeconomic status (e.g.,nan,1000,1000.0000000000039
2024-103_media_fin_27,How much do you agree or disagree with the following statement: The government is spending too little money to reduce illegal immigration.,media and finance,how-much-do-you-agree-or-disagree-with-the-following-statement-the-government-is-spending-too-little-money-to-reduce-illegal-immigration,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,,nan,1000,1000.0000000000039
2024-103_media_fin_28,"On a scale from 0 (no confidence at all) to 5 (extreme confidence), how much confidence do you have in the nation’s Reserve Officer Training Corps (ROTC) programs?",media and finance,on-a-scale-from-0-no-confidence-at-all-to-5-extreme-confidence-how-much-confidence-do-you-have-in-the-nation-s-reserve-officer-training-corps-rotc-programs,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,6,,nan,1000,1000.0000000000039
2024-103_media_fin_29,"If you are not married, how do you predict it would affect your financial security?",media and finance,if-you-are-not-married-how-do-you-predict-it-would-affect-your-financial-security,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,"If you are married, do you think marriage improved or reduced your financial security?",nan,1000,1000.0000000000039
2024-103_media_fin_3,Did you read your state-published voter guide?,media and finance,did-you-read-your-state-published-voter-guide,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,"Many states publish information (in print and/or online) to educate voters on the initiatives and referendums that will be on the ballot in upcoming elections. These guides vary, but can include topics like: official ballot language, fiscal impact details, summaries of key issues, etc.",nan,1000,1000.0000000000039
2024-103_media_fin_30,"Please rate your level of agreement with this statement: Video games played an important role in my political socialization, that is how I determined my political belief system.",media and finance,please-rate-your-level-of-agreement-with-this-statement-video-games-played-an-important-role-in-my-political-socialization-that-is-how-i-determined-my-political-belief-system,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,,nan,1000,1000.0000000000039
2024-103_media_fin_31,"To what extent do you agree with the following statement: Media coverage of politicians of minority backgrounds (Black, Hispanic, Asian, etc.) differs from media coverage of White politicians.",media and finance,to-what-extent-do-you-agree-with-the-following-statement-media-coverage-of-politicians-of-minority-backgrounds-black-hispanic-asian-etc-differs-from-media-coverage-of-white,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,,nan,1000,1000.0000000000039
2024-103_media_fin_32,How much money would a researcher have to pay you in exchange for your TikTok usage data?,media and finance,how-much-money-would-a-researcher-have-to-pay-you-in-exchange-for-your-tiktok-usage-data,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,6,"Many social media platforms like TikTok allow users to download their own usage data, including browsing history.",nan,1000,1000.0000000000039
2024-103_media_fin_33,There are many sayings that people use to guide decisions they make in life. Please read the following statements below and indicate which of them is how you approach your own life,media and finance,there-are-many-sayings-that-people-use-to-guide-decisions-they-make-in-life-please-read-the-following-statements-below-and-indicate-which-of-them-is-how-you-approach-your-own-life,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,true,7,,nan,1000,1000.0000000000039
2024-103_media_fin_34,Where do you stand on this issue?,media and finance,where-do-you-stand-on-this-issue,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,"Some people think the U.S. embassies should not display the pro-LGBT rainbow flag during Pride Month in Arab countries, while others think they definitely should.",nan,1000,1000.0000000000039
2024-103_media_fin_35,"Therefore government should provide financial assistance to help industry decarbonize, even if at the expense of other climate spending objectives.",media and finance,therefore-government-should-provide-financial-assistance-to-help-industry-decarbonize-even-if-at-the-expense-of-other-climate-spending-objectives,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,"To what extent do you agree or disagree with this statement? Decarbonizing production, that is eliminating greenhouse gas emissions, is challenging for many businesses.",nan,1000,1000.0000000000039
2024-103_media_fin_36,"Do you think it is important that American astronauts land on the Moon first, before China, even if that requires increasing federal spending on NASA?",media and finance,do-you-think-it-is-important-that-american-astronauts-land-on-the-moon-first-before-china-even-if-that-requires-increasing-federal-spending-on-nasa,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,The governments of the United States and the Peoples Republic of China have both said that they intend to land astronauts on the Moon before the year 2030.,nan,1000,1000.0000000000039
2024-103_media_fin_37,"Thinking back to recent primary and general election contests for the U.S. House, do you feel confident that you knew where a candidate’s campaign money was coming from?",media and finance,thinking-back-to-recent-primary-and-general-election-contests-for-the-u-s-house-do-you-feel-confident-that-you-knew-where-a-candidate-s-campaign-money-was-coming-from,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,"In their campaigns for elected office, some candidates rely on donations from the public or other groups, while other candidates use their own personal wealth.",nan,1000,1000.0000000000039
2024-103_media_fin_38,"Please tell us which, if any, are ones you have been deeply engaged with at some point in the past",media and finance,entertainment-deep-engagement-expanded-media-list,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,true,8,"As you know, people engage with entertainment at various levels. Some are casually engaged, watching a movie once, playing a game a few times, reading a book once, or occasionally listening to songs from an artist. Others become more deeply engaged. Below is a list of popular entertainment.",nan,1000,1000.0000000000039
2024-103_media_fin_4,How long do people typically live in your area?,media and finance,how-long-do-people-typically-live-in-your-area,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,,nan,1000,1000.0000000000039
2024-103_media_fin_41,To what extent would you oppose or support implementing similar measures in the United States to limit foreign buyers from purchasing homes.,media and finance,to-what-extent-would-you-oppose-or-support-implementing-similar-measures-in-the-united-states-to-limit-foreign-buyers-from-purchasing-homes,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,7,"Canada has recently enacted restrictions on foreigners buying residential property. As the number of homes owned by foreigners in the United States increases, some have called for similar restrictions to be implemented here.",nan,1000,1000.0000000000039
2024-103_media_fin_5,How do you see AI in relation to your profession?,media and finance,how-do-you-see-ai-in-relation-to-your-profession,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,true,5,,nan,1000,1000.0000000000039
2024-103_media_fin_6,What is your perception of the United Arab Emirates (UAE)?,media and finance,what-is-your-perception-of-the-united-arab-emirates-uae,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,5,,nan,1000,1000.0000000000039
2024-103_media_fin_7,In which of these energy technologies should the US invest?,media and finance,in-which-of-these-energy-technologies-should-the-us-invest,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,true,7,,nan,1000,1000.0000000000039
2024-103_media_fin_9,How do you think your local government is managing its budget?,media and finance,how-do-you-think-your-local-government-is-managing-its-budget,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000039,+/- 3.4%,false,4,,nan,1000,1000.0000000000039
2024-103_pol_10,How would you rate the job being done by federal and state prosecutors? Would you say they’re doing:,politics and courts,how-would-you-rate-the-job-being-done-by-federal-and-state-prosecutors-would-you-say-they-re-doing,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,4,,nan,1000,1000.0000000000005
2024-103_pol_11,"During this election cycle, have you been contacted by a campaign or party in any of the following ways?",politics and courts,during-this-election-cycle-have-you-been-contacted-by-a-campaign-or-party-in-any-of-the-following-ways,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,true,7,,nan,1000,1000.0000000000005
2024-103_pol_12,Have you ever spontaneously chosen to join a protest without being recruited by a friend or organization?,politics and courts,have-you-ever-spontaneously-chosen-to-join-a-protest-without-being-recruited-by-a-friend-or-organization,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,7,,nan,1000,1000.0000000000005
2024-103_pol_13,How comfortable are you with doing so?,politics and courts,how-comfortable-are-you-with-doing-so,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,Someone from the other party wants to discuss the topic of abortion with you.,nan,1000,1000.0000000000005
2024-103_pol_14,Would you support granting any/some/all of the following groups the right to vote in US presidential and congressional elections?,politics and courts,would-you-support-granting-any-some-all-of-the-following-groups-the-right-to-vote-in-us-presidential-and-congressional-elections,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,true,7,,nan,1000,1000.0000000000005
2024-103_pol_15,How much do you agree or disagree with the following statement: The criteria for obtaining US citizenship should be more restrictive.,politics and courts,how-much-do-you-agree-or-disagree-with-the-following-statement-the-criteria-for-obtaining-us-citizenship-should-be-more-restrictive,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,7,,nan,1000,1000.0000000000005
2024-103_pol_16_1,"In you view, on a scale ranging from 0 (NEVER) to 10 (ALWAYS) when would VIOLENCE be justified to preserve the integrity of an election?",politics and courts,in-you-view-on-a-scale-ranging-from-0-never-to-10-always-when-would-violence-be-justified-to-preserve-the-integrity-of-an-election,https://verasight-apsa-2024.tiiny.co,829,836.826916985851,+/- 3.7%,false,11,,,1000,1000.0000000000005
2024-103_pol_17,How do you feel about how important it is to participate politically?,politics and courts,how-do-you-feel-about-how-important-it-is-to-participate-politically,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,"For many people, politics can seem like a waste of time and a source of division.",nan,1000,1000.0000000000005
2024-103_pol_18,"How much do you agree with the following statement: “Even when we feel strongly about political issues, we should be willing to compromise with our political opponents.”",politics and courts,how-much-do-you-agree-with-the-following-statement-even-when-we-feel-strongly-about-political-issues-we-should-be-willing-to-compromise-with-our-political-opponents,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,6,,nan,1000,1000.0000000000005
2024-103_pol_19,"Think of the political party you most identify with. Now, indicate the extent to which you feel that your party identity is under threat by certain leaders in your party.",politics and courts,think-of-the-political-party-you-most-identify-with-now-indicate-the-extent-to-which-you-feel-that-your-party-identity-is-under-threat-by-certain-leaders-in-your-party,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,,nan,1000,1000.0000000000005
2024-103_pol_1_3,"If you had to guess, what percentage of members of Congress do you think are women?",politics and courts,if-you-had-to-guess-what-percentage-of-members-of-congress-do-you-think-are-women,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,80,,nan,1000,1000.0000000000005
2024-103_pol_2,Who do you think will be elected president in November?,politics and courts,who-do-you-think-will-be-elected-president-in-november,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,2,,nan,1000,1000.0000000000005
2024-103_pol_20,"If you had to guess, do you think that this bill was introduced by a male or female member of Congress?",politics and courts,if-you-had-to-guess-do-you-think-that-this-bill-was-introduced-by-a-male-or-female-member-of-congress,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,3,A bill was recently introduced in Congress that provides funding for job retraining programs for those out of work.,nan,1000,1000.0000000000005
2024-103_pol_21,"How effective do you think a legislator who works with legislators from the opposite political party on an issue you care deeply about is, compared to a legislator who works with legislators from their own political party on that issue?",politics and courts,how-effective-do-you-think-a-legislator-who-works-with-legislators-from-the-opposite-political-party-on-an-issue-you-care-deeply-about-is-compared-to-a-legislator-who-works-with,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,5,,nan,1000,1000.0000000000005
2024-103_pol_22,What seems most important?,politics and courts,friend-same-party-disagrees-election-conversation,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,4,Imagine a friend who is in the same party as you but DISAGREES with you about whom to vote for in the 2024 presidential election. Think about the reasons you might or might not talk to this person about the election.,nan,1000,1000.0000000000005
2024-103_pol_23,What seems most important?,politics and courts,friend-same-party-agrees-election-conversation,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,4,"Now, consider talking to a friend who is in the same party as you and AGREES with you about whom to vote for in the 2024 presidential election. Think about the reasons you might or might not talk to this person about the election.",nan,1000,1000.0000000000005
2024-103_pol_24,"If you had to guess, do you think this was a bill introduced by a male or female member of Congress?",politics and courts,if-you-had-to-guess-do-you-think-this-was-a-bill-introduced-by-a-male-or-female-member-of-congress,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,3,A bill was recently introduced in Congress to change the regulation of fracking and give more power to federal regulators to evaluate fracking strategies.,nan,1000,1000.0000000000005
2024-103_pol_25_1,- State or national political parties,politics and courts,state-or-national-political-parties,https://verasight-apsa-2024.tiiny.co,1000,1000.0000000000005,+/- 3.4%,false,4,"In primary election races for the U.S. Congress, what sources of money do you think are most common to support candidates? Please rank the following from the one you think makes up the largest share of campaign fundraising (1) to the lowest share of campaign fundraising (4).",nan,1000,1000.0000000000005
